timestamp,inference_ms,action,model_type,probs,safety_override,switched
2026-03-25T07:54:57.078608,1.028,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:02.084098,0.980,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:07.086549,1.011,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:12.092133,1.002,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:17.094092,1.083,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:55:22.100311,1.130,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:55:27.102605,1.006,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:32.108432,0.984,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:55:37.109954,0.959,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:42.116219,0.965,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:47.118701,1.009,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:55:52.124280,0.961,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:55:57.126494,0.982,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:02.132068,0.994,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:56:07.133706,0.958,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:12.139584,0.977,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:56:17.141668,1.067,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:56:22.147176,0.980,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:27.149634,0.994,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:32.155109,0.960,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:56:37.157008,0.930,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:42.163393,1.272,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:56:47.165535,0.979,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:52.171196,1.041,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:56:57.173834,1.118,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:02.180070,0.995,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:07.182601,0.983,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:12.188191,1.022,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:57:17.190711,1.083,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:22.196660,0.992,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:57:27.198607,0.973,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:32.204618,0.965,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:37.206468,1.255,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:42.212059,0.959,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:57:47.214135,0.943,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:52.220177,1.039,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:57:57.222586,1.001,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:02.228451,1.317,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:58:07.230328,0.994,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:12.236496,1.155,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:17.238838,1.575,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:22.245858,1.666,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:27.248257,1.605,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:32.255410,1.726,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:37.257310,1.016,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:58:42.263367,1.244,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:58:47.266007,1.349,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:52.271516,1.595,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:58:57.273990,1.123,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:02.280099,0.964,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:07.282097,1.058,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:12.288424,1.102,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:17.290629,0.986,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:22.296151,1.074,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:59:27.298667,1.054,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:32.304173,1.070,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:59:37.306697,0.991,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:42.312791,1.320,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:47.314945,1.036,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T07:59:52.321096,0.998,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T07:59:57.322792,0.943,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:00:02.329326,1.009,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:07.331681,0.978,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:12.337482,0.931,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:17.339591,0.982,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:22.345056,0.958,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:00:27.347638,0.972,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:00:32.353114,0.973,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:37.355673,0.977,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:00:42.361152,1.038,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:47.376124,1.001,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:52.382954,1.572,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:00:57.386351,1.632,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:02.392803,1.659,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:01:07.395655,1.461,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:12.401286,1.061,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:17.403890,1.075,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:01:22.409965,0.991,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:27.411781,0.960,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:32.418234,0.953,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:01:37.421187,1.370,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:42.427108,0.990,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:01:47.429344,1.345,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:52.435426,0.954,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:01:57.437409,1.017,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:02.443080,0.980,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:02:07.445510,1.340,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:12.451052,0.947,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:02:17.453286,1.164,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:02:22.459111,0.999,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:27.460971,0.927,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:32.467744,1.236,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:37.469996,1.112,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:42.476620,1.252,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:47.479066,0.996,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:02:52.485165,1.050,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:02:57.487440,0.936,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:02.494116,1.291,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:03:07.496464,1.316,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:12.502254,0.971,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:17.505435,1.308,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:22.511072,0.961,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:27.513386,1.267,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:03:32.519261,0.970,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:37.521922,0.925,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:42.528347,0.940,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:03:47.531399,1.317,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:03:52.538081,1.310,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:03:57.540625,1.251,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:02.547143,1.145,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:04:07.549494,1.287,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:12.556110,1.264,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:17.559275,1.364,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:22.565304,1.086,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:27.568053,0.980,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:32.574097,0.995,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:37.577171,1.245,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:04:42.583330,0.988,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:47.585689,1.579,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:04:52.591900,1.554,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:04:57.595171,1.526,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:02.602515,1.829,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:05:07.605423,1.559,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:12.611310,0.942,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:17.613948,0.952,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:22.620047,0.978,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:05:27.621583,1.093,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:05:32.627262,0.948,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:37.629770,0.978,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:42.635120,0.956,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:05:47.637373,1.056,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:05:52.643354,1.137,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:05:57.645940,0.977,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:02.652705,1.538,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:07.656179,1.811,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:12.663681,1.757,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:17.666908,1.356,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:22.673089,1.267,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:06:27.675214,0.903,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:06:32.681812,1.034,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:37.684293,1.021,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:42.689772,1.793,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:06:47.692912,1.690,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:52.699193,1.098,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:06:57.701829,0.994,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:02.707088,0.987,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:07.709779,0.967,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:12.715896,1.077,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:17.718134,0.999,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:22.724118,1.011,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:27.727035,0.943,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:32.733362,1.237,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:37.735835,1.206,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:07:42.742676,1.263,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:47.745208,0.949,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:52.751162,1.019,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:07:57.754066,1.166,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:02.760892,1.675,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:07.763030,1.130,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:12.769073,0.961,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:08:17.771840,0.959,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:22.778069,0.973,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:08:27.781251,1.236,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:32.787441,1.241,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:37.790403,1.268,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:08:42.796929,1.303,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:08:47.799712,1.241,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:08:52.805894,0.980,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:08:57.807900,1.014,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:02.814758,1.576,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:07.816779,1.387,2,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:09:12.822174,1.012,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:17.824310,1.227,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:22.830252,1.169,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:09:27.832095,0.943,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:32.838065,0.961,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:09:37.839973,0.982,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:42.846284,1.034,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:47.849064,0.972,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:52.855447,1.350,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:09:57.858374,1.375,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:02.864045,0.952,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:07.866920,1.612,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:10:12.873410,1.230,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:17.876401,1.252,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:10:22.882446,1.269,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:27.885829,1.511,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:10:32.892634,1.545,0,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:10:37.895149,1.260,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:42.901902,1.500,0,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:47.905217,1.515,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:52.911212,1.037,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:10:57.914103,1.252,1,ppo,"['0.3300', '0.3300', '0.3400']",0,0
2026-03-25T08:11:02.921077,1.286,2,ppo,"['0.3300', '0.3300', '0.3400']",0,1
2026-03-25T08:11:07.924719,1.237,1,ppo,"['0.3300', '0.3300', '0.3400']",0,1
