timestamp,datapath_id,port_no,rx_packets,rx_bytes,rx_errors,rx_dropped,tx_packets,tx_bytes,tx_errors,tx_dropped,collisions,duration_sec,duration_nsec,label,scenario
2026-03-22T10:53:15.926332,1,4294967294,49,2548,0,0,0,0,0,0,0,31,141000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,1,17,884,0,0,1,52,0,0,0,31,134000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,2,11,942,0,0,17,884,0,0,0,31,132000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,3,10,856,0,0,17,884,0,0,0,31,133000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,4,10,856,0,0,17,884,0,0,0,31,134000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,5,10,872,0,0,17,884,0,0,0,31,131000000,NORMAL,video_conference
2026-03-22T10:53:15.926449,10,4294967294,69,3588,0,0,0,0,0,0,0,31,124000000,NORMAL,video_conference
2026-03-22T10:53:15.927540,3,1,2,104,0,0,15,780,0,0,0,31,123000000,NORMAL,video_conference
2026-03-22T10:53:15.927540,3,2,1,52,0,0,15,780,0,0,0,31,124000000,NORMAL,video_conference
2026-03-22T10:53:15.927540,3,3,14,728,0,0,1,52,0,0,0,31,121000000,NORMAL,video_conference
2026-03-22T10:53:15.927540,3,4294967294,31,1612,0,0,0,0,0,0,0,31,115000000,NORMAL,video_conference
2026-03-22T10:53:15.927748,2,1,15,780,0,0,1,52,0,0,0,31,110000000,NORMAL,video_conference
2026-03-22T10:53:15.927748,2,2,1,52,0,0,15,780,0,0,0,31,112000000,NORMAL,video_conference
2026-03-22T10:53:15.927748,2,3,1,52,0,0,15,780,0,0,0,31,111000000,NORMAL,video_conference
2026-03-22T10:53:15.927748,2,4,2,104,0,0,16,832,0,0,0,31,113000000,NORMAL,video_conference
2026-03-22T10:53:15.927748,2,4294967294,47,2444,0,0,0,0,0,0,0,31,106000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,1,15,780,0,0,1,52,0,0,0,31,94000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,2,10,872,0,0,15,780,0,0,0,31,95000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,3,10,856,0,0,15,780,0,0,0,31,95000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,4,9,786,0,0,15,780,0,0,0,31,93000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,5,9,786,0,0,15,780,0,0,0,31,96000000,NORMAL,video_conference
2026-03-22T10:53:15.927870,9,4294967294,61,3172,0,0,0,0,0,0,0,31,87000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,1,15,780,0,0,1,52,0,0,0,31,105000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,2,10,856,0,0,15,780,0,0,0,31,104000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,3,10,856,0,0,15,780,0,0,0,31,105000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,4,11,946,0,0,15,780,0,0,0,31,103000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,5,10,856,0,0,15,780,0,0,0,31,104000000,NORMAL,video_conference
2026-03-22T10:53:15.927989,8,4294967294,61,3172,0,0,0,0,0,0,0,31,96000000,NORMAL,video_conference
2026-03-22T10:53:15.928101,4,1,16,832,0,0,2,104,0,0,0,31,79000000,NORMAL,video_conference
2026-03-22T10:53:15.928101,4,2,15,780,0,0,1,52,0,0,0,31,79000000,NORMAL,video_conference
2026-03-22T10:53:15.928101,4,3,1,52,0,0,15,780,0,0,0,31,80000000,NORMAL,video_conference
2026-03-22T10:53:15.928101,4,4294967294,18,936,0,0,0,0,0,0,0,31,73000000,NORMAL,video_conference
2026-03-22T10:53:15.928199,5,1,16,832,0,0,2,104,0,0,0,31,73000000,NORMAL,video_conference
2026-03-22T10:53:15.928199,5,2,15,780,0,0,1,52,0,0,0,31,73000000,NORMAL,video_conference
2026-03-22T10:53:15.928199,5,3,1,52,0,0,15,780,0,0,0,31,73000000,NORMAL,video_conference
2026-03-22T10:53:15.928199,5,4294967294,18,936,0,0,0,0,0,0,0,31,66000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,1,1,52,0,0,14,728,0,0,0,31,86000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,2,9,786,0,0,14,728,0,0,0,31,87000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,3,11,946,0,0,14,728,0,0,0,31,86000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,4,10,856,0,0,14,728,0,0,0,31,87000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,5,10,856,0,0,14,728,0,0,0,31,85000000,NORMAL,video_conference
2026-03-22T10:53:15.928294,7,4294967294,70,3640,0,0,0,0,0,0,0,31,80000000,NORMAL,video_conference
2026-03-22T10:53:25.930225,6,1,22,1144,0,0,1,52,0,0,0,41,144000000,NORMAL,video_conference
2026-03-22T10:53:25.930225,6,2,23,1196,0,0,3,125,0,0,0,41,145000000,NORMAL,video_conference
2026-03-22T10:53:25.930225,6,3,2,73,0,0,25,1300,0,0,0,41,144000000,NORMAL,video_conference
2026-03-22T10:53:25.930225,6,4294967294,29,1477,0,0,0,0,0,0,0,41,138000000,NORMAL,video_conference
2026-03-22T10:53:25.930648,1,1,22,1144,0,0,3,125,0,0,0,41,151000000,NORMAL,video_conference
2026-03-22T10:53:25.930648,1,2,2,104,0,0,23,1196,0,0,0,41,152000000,NORMAL,video_conference
2026-03-22T10:53:25.930648,1,3,2,104,0,0,23,1196,0,0,0,41,151000000,NORMAL,video_conference
2026-03-22T10:53:25.930648,1,4,1,52,0,0,22,1144,0,0,0,41,151000000,NORMAL,video_conference
2026-03-22T10:53:25.930648,1,4294967294,71,3661,0,0,0,0,0,0,0,41,145000000,NORMAL,video_conference
2026-03-22T10:53:25.934705,3,1,3,125,0,0,22,1144,0,0,0,41,127000000,NORMAL,video_conference
2026-03-22T10:53:25.934705,3,2,2,73,0,0,22,1144,0,0,0,41,128000000,NORMAL,video_conference
2026-03-22T10:53:25.934705,3,3,20,1040,0,0,3,94,0,0,0,41,125000000,NORMAL,video_conference
2026-03-22T10:53:25.934705,3,4294967294,47,2382,0,0,0,0,0,0,0,41,119000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,1,22,1144,0,0,2,73,0,0,0,41,110000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,2,10,856,0,0,22,1144,0,0,0,41,109000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,3,10,856,0,0,22,1144,0,0,0,41,110000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,4,11,946,0,0,22,1144,0,0,0,41,108000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,5,10,856,0,0,22,1144,0,0,0,41,109000000,NORMAL,video_conference
2026-03-22T10:53:25.935004,8,4294967294,90,4649,0,0,0,0,0,0,0,41,101000000,NORMAL,video_conference
2026-03-22T10:53:25.935297,2,1,22,1144,0,0,2,73,0,0,0,41,115000000,NORMAL,video_conference
2026-03-22T10:53:25.935297,2,2,2,73,0,0,22,1144,0,0,0,41,117000000,NORMAL,video_conference
2026-03-22T10:53:25.935297,2,3,2,73,0,0,22,1144,0,0,0,41,116000000,NORMAL,video_conference
2026-03-22T10:53:25.935297,2,4,3,125,0,0,23,1196,0,0,0,41,118000000,NORMAL,video_conference
2026-03-22T10:53:25.935297,2,4294967294,69,3557,0,0,0,0,0,0,0,41,111000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,1,3,94,0,0,20,1040,0,0,0,41,90000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,2,10,856,0,0,19,988,0,0,0,41,91000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,3,11,946,0,0,19,988,0,0,0,41,90000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,4,10,856,0,0,19,988,0,0,0,41,91000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,5,10,856,0,0,19,988,0,0,0,41,89000000,NORMAL,video_conference
2026-03-22T10:53:25.935562,7,4294967294,96,4992,0,0,0,0,0,0,0,41,84000000,NORMAL,video_conference
2026-03-22T10:53:25.935832,5,1,23,1196,0,0,2,104,0,0,0,41,78000000,NORMAL,video_conference
2026-03-22T10:53:25.935832,5,2,22,1144,0,0,2,73,0,0,0,41,78000000,NORMAL,video_conference
2026-03-22T10:53:25.935832,5,3,2,73,0,0,22,1144,0,0,0,41,78000000,NORMAL,video_conference
2026-03-22T10:53:25.935832,5,4294967294,26,1321,0,0,0,0,0,0,0,41,71000000,NORMAL,video_conference
2026-03-22T10:53:25.936061,4,1,23,1196,0,0,2,104,0,0,0,41,83000000,NORMAL,video_conference
